V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q26,Q1,Q2,Q2,Q45_7,Q45_9,Q20_7,Q20_9,Q18_6,Q18_7,Q26_7,Q26_9,Q18_4,Q18_5,Q19_4,Q19_5,Q19_1,Q19_2,Q8,Q9,Q15,Q16,Q12,DO-BR-FL_17,DO-BR-FL_35,DO-BR-FL_31,DO-BR-FL_48,DO-BR-FL_56,DO-BR-FL_52,DO-BL-Treatment,DO-BL-Control,DO-Q-Q1,DO-Q-Q2,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3lSxOYfSbXnj0XI,Default Response Set,Anonymous,,,184.53.34.44,0,2016-04-23 11:15:30,2016-04-23 11:22:18,1,8655978,26-34,Independent,,Republican,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,2-year College Degree,Sales and office ,Living w/ partner,Mississippi,,,,,Treatment,,Q45|Q18|Q20,,1|3|2,1|2,37.751007080078,-97.821998596191,-1,
R_2SAlzdBLVZM9SNV,Default Response Set,Anonymous,,,70.44.254.182,0,2016-04-23 11:21:29,2016-04-23 11:24:43,1,9506679,26-34,Independent,,Democrat,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Agree,Moderately familiar,Moderately familiar,Male,4-year College Degree,Sales and office ,"Single, never married",Pennsylvania,,Control,,,,,,Q26|Q18|Q19,2|3|1,1|2,41.228302001953,-75.793502807617,-1,
R_31vj6w67ebY6GRO,Default Response Set,Anonymous,,,45.21.157.2,0,2016-04-23 11:23:39,2016-04-23 11:28:54,1,3039762,35-44,Democrat,Moderate,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Very familiar,Very familiar,Male,High School / GED,Unemployed,"Single, never married",Florida,,,Control,,,,,Q26|Q19|Q18,2|3|1,2|1,30.279296875,-81.585098266602,-1,
R_2VPHWVHK6o5fYlL,Default Response Set,Anonymous,,,71.121.252.134,0,2016-04-23 11:25:00,2016-04-23 11:29:31,1,5305493,45-54,Democrat,Moderate,,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,Masters Degree,"Management, professional, and related ",Separated,Maryland,,,Treatment,,,,Q45|Q20|Q18,,3|2|1,1|2,39.276794433594,-76.901496887207,-1,
R_3M6kya7oQegw1WZ,Default Response Set,Anonymous,,,24.101.63.55,0,2016-04-23 11:27:11,2016-04-23 11:30:18,1,5830583,55-64,Republican,Strong,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Moderately familiar,Not familiar at all,Female,2-year College Degree,Government ,Widowed,Pennsylvania,,,,,,Treatment,Q45|Q18|Q20,,3|2|1,1|2,40.914001464844,-79.931999206543,-1,
R_1IaU1Nq4sU0OO7v,Default Response Set,Anonymous,,,104.207.219.190,0,2016-04-23 11:24:42,2016-04-23 11:31:29,1,4587587,35-44,Independent,,Republican,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Extremely familiar,Extremely familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,New York,,,,,,Control,,Q26|Q18|Q19,1|3|2,1|2,40.657806396484,-73.671997070312,-1,
R_1oGNVznO0ZCokMO,Default Response Set,Anonymous,,,108.70.131.47,0,2016-04-23 11:25:46,2016-04-23 11:31:58,1,4838482,45-54,Independent,,Republican,,,,,,,Agree,Agree,Agree,Disagree,Agree,Agree,Very familiar,Very familiar,Male,Some College,Service ,Divorced,North Carolina,,,,,,Control,,Q26|Q19|Q18,1|2|3,1|2,35.683807373047,-78.663597106934,-1,
R_2U6jCqTu19H04H9,Default Response Set,Anonymous,,,97.91.239.113,0,2016-04-23 11:31:20,2016-04-23 11:34:01,1,2574319,45-54,Democrat,Moderate,,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,Missouri,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,2|1,38.629592895508,-90.331703186035,-1,
R_2B2JYawqyWVDEAG,Default Response Set,Anonymous,,,104.183.112.198,0,2016-04-23 11:37:35,2016-04-23 11:39:57,1,964985,35-44,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Very familiar,Very familiar,Female,2-year College Degree,"Management, professional, and related ","Single, never married",Florida,,,Control,,,,,Q26|Q18|Q19,2|1|3,2|1,29.759796142578,-82.280899047852,-1,
R_wTyXwSaaoUF9105,Default Response Set,Anonymous,,,66.253.138.24,0,2016-04-23 11:38:49,2016-04-23 11:40:12,1,5083610,26-34,Democrat,Moderate,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,Some College,Other,"Single, never married",Texas,,Treatment,,,,,Q45|Q20|Q18,,3|1|2,2|1,33.614105224609,-101.95739746094,-1,
R_2fcBnRK8fAqV7nP,Default Response Set,Anonymous,,,168.98.67.10,0,2016-04-23 11:36:31,2016-04-23 11:41:03,1,4184007,55-64,Democrat,Moderate,,,,,,,,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Moderately familiar,Extremely familiar,Female,High School / GED,Sales and office ,Married without children,New York,,,Control,,,,,Q26|Q19|Q18,3|1|2,1|2,40.752807617188,-73.972503662109,-1,
R_cZkLBCwFxCE4TkZ,Default Response Set,Anonymous,,,97.82.41.99,0,2016-04-23 11:40:50,2016-04-23 11:42:19,1,7318642,18-25,Democrat,Strong,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Extremely familiar,Extremely familiar,Other,Less than High School,Other,"Single, never married",Alabama,Control,,,,,,,Q26|Q19|Q18,1|3|2,1|2,33.899703979492,-87.171997070312,-1,
R_2wNPsnsNqnYvzT9,Default Response Set,Anonymous,,,69.47.161.202,0,2016-04-23 11:38:23,2016-04-23 11:42:20,1,1360835,26-34,Democrat,Weak,,,,,,,,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Extremely familiar,Extremely familiar,Male,Some College,Other,"Single, never married",Ohio,,Control,,,,,,Q26|Q19|Q18,2|3|1,2|1,39.953704833984,-82.931701660156,-1,
R_3R8wd1FSHwiQ19Y,Default Response Set,Anonymous,,,108.242.223.13,0,2016-04-23 11:39:04,2016-04-23 11:45:00,1,4158737,65 or over,Independent,,Republican,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,,,,,,,Slightly familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Texas,,,,,,Treatment,Q45|Q18|Q20,,3|1|2,2|1,34.951095581055,-101.89720153809,-1,
R_1jCIlIfNwLPepHt,Default Response Set,Anonymous,,,104.228.143.186,0,2016-04-23 11:45:26,2016-04-23 11:47:59,1,572041,26-34,Democrat,Moderate,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Male,Some College,Other,"Single, never married",New York,,Treatment,,,,,Q45|Q18|Q20,,3|1|2,2|1,42.926406860352,-78.747901916504,-1,
R_3CEpESXGelG6OqN,Default Response Set,Anonymous,,,162.192.199.168,0,2016-04-23 11:48:27,2016-04-23 11:50:27,1,8787321,26-34,Democrat,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Florida,,Control,,,,,,Q26|Q18|Q19,3|1|2,1|2,26.212005615234,-80.266899108887,-1,
R_3ReY7x4b5y90Ypc,Default Response Set,Anonymous,,,104.2.17.47,0,2016-04-23 11:48:25,2016-04-23 11:52:00,1,9744475,18-25,Republican,Moderate,,,,,,,,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Very familiar,Very familiar,Female,High School / GED,Other,"Single, never married",Texas,,,,Control,,,,Q26|Q18|Q19,2|3|1,1|2,32.919296264648,-96.982002258301,-1,
R_2c25kVzEe9W3Wz1,Default Response Set,Anonymous,,,45.19.246.79,0,2016-04-23 11:48:09,2016-04-23 11:52:18,1,2190523,55-64,Democrat,Strong,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Moderately familiar,Female,4-year College Degree,Other,Married with children,Georgia,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,1|2,33.741104125977,-84.109298706055,-1,
R_2Yrg0tN7pnzMWHn,Default Response Set,Anonymous,,,64.189.147.47,0,2016-04-23 11:50:22,2016-04-23 11:53:51,1,6656951,18-25,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Female,Some College,Unemployed,"Single, never married",Kansas,Treatment,,,,,,Q45|Q20|Q18,,1|3|2,2|1,38.952499389648,-95.275596618652,-1,
R_2DYSBCEXG4ErL0S,Default Response Set,Anonymous,,,173.80.228.225,0,2016-04-23 11:51:37,2016-04-23 11:55:13,1,5681619,26-34,Democrat,Strong,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Very familiar,Very familiar,Female,2-year College Degree,Other,Married with children,Kentucky,,Control,,,,,,Q26|Q19|Q18,1|3|2,1|2,37.830703735352,-81.969902038574,-1,
R_2XoLihPtGSRui9k,Default Response Set,Anonymous,,,207.244.76.167,0,2016-04-23 11:52:12,2016-04-23 11:55:25,1,6924134,35-44,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly familiar,Extremely familiar,Female,4-year College Degree,"Management, professional, and related ",Divorced,New York,,,Control,,,,,Q26|Q19|Q18,3|2|1,1|2,38.793197631836,-77.536598205566,-1,
R_1jB2RMce2hdMu2r,Default Response Set,Anonymous,,,64.151.28.112,0,2016-04-23 11:51:12,2016-04-23 11:55:43,1,2896119,35-44,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Very familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Married with children,Kansas,,,,,,Control,,Q26|Q18|Q19,1|2|3,1|2,38.949905395508,-94.745300292969,-1,
R_2VxO5LzEGaif4nR,Default Response Set,Anonymous,,,108.13.233.149,0,2016-04-23 11:54:07,2016-04-23 11:57:13,1,3944960,26-34,Republican,Weak,,,,,,,,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Very familiar,Moderately familiar,Male,4-year College Degree,Service ,"Single, never married",California,,,,,Control,,,Q26|Q18|Q19,2|3|1,1|2,33.726501464844,-118.00689697266,-1,
R_1DTEwbsagR29fVO,Default Response Set,Anonymous,,,172.101.75.133,0,2016-04-23 12:06:50,2016-04-23 12:09:22,1,6127528,26-34,Independent,,Republican,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,,,,,,,Extremely familiar,Very familiar,Male,4-year College Degree,Government ,Married without children,New York,,,,,Treatment,,Q45|Q18|Q20,,3|1|2,1|2,42.926406860352,-78.747901916504,-1,
R_rqE3M4AqHF1r65H,Default Response Set,Anonymous,,,66.84.118.23,0,2016-04-23 12:06:32,2016-04-23 12:10:24,1,8435492,26-34,Democrat,Strong,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Extremely familiar,Male,Some College,Sales and office ,"Single, never married",Michigan,,Treatment,,,,,Q45|Q20|Q18,,1|2|3,2|1,42.935806274414,-83.043998718262,-1,
R_30vF4iP0GFOCUHR,Default Response Set,Anonymous,,,69.141.73.189,0,2016-04-23 12:08:36,2016-04-23 12:11:54,1,7132300,45-54,Democrat,Strong,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Slightly familiar,Extremely familiar,Female,Masters Degree,"Management, professional, and related ","Single, never married",New Jersey,,,Treatment,,,,Q45|Q18|Q20,,1|2|3,1|2,39.761505126953,-75.124496459961,-1,
R_Q4yMOJNsqjZ2HMB,Default Response Set,Anonymous,,,108.196.198.71,0,2016-04-23 12:09:38,2016-04-23 12:14:06,1,8523961,45-54,Republican,Moderate,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,,,,,,,Slightly familiar,Slightly familiar,Female,2-year College Degree,Sales and office ,"Single, never married",Florida,,,,,,Treatment,Q45|Q20|Q18,,2|3|1,2|1,29.686492919922,-81.695297241211,-1,
R_sZO6sTUWM5D62Up,Default Response Set,Anonymous,,,173.79.25.53,0,2016-04-23 12:09:20,2016-04-23 12:14:26,1,1745716,26-34,Independent,,Democrat,Agree,Agree,Disagree,Disagree,Agree,Agree,,,,,,,Moderately familiar,Slightly familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Maryland,,Treatment,,,,,Q45|Q18|Q20,,2|3|1,2|1,39.089202880859,-77.183502197266,-1,
R_2rO6VpKcGAV5k8M,Default Response Set,Anonymous,,,104.54.40.50,0,2016-04-23 12:13:05,2016-04-23 12:16:37,1,4764184,35-44,Democrat,Strong,,Agree,Agree,Disagree,Disagree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,4-year College Degree,"Management, professional, and related ",Divorced,Missouri,,,Treatment,,,,Q45|Q18|Q20,,3|1|2,2|1,39.21159362793,-94.57389831543,-1,
R_9WWV3EaBzhTXEJj,Default Response Set,Anonymous,,,107.132.217.193,0,2016-04-23 12:16:53,2016-04-23 12:18:41,1,6553700,35-44,Republican,Weak,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Very familiar,Moderately familiar,Female,Some College,Sales and office ,"Single, never married",California,,,,,,Control,,Q26|Q19|Q18,2|1|3,1|2,35.383193969727,-119.22720336914,-1,
R_XGuUhDbtV4gwK5z,Default Response Set,Anonymous,,,75.135.140.135,0,2016-04-23 12:18:32,2016-04-23 12:20:20,1,244187,26-34,Republican,Moderate,,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,,,,,,,Not familiar at all,Not familiar at all,Male,Masters Degree,"Management, professional, and related ",Married with children,Michigan,,,,,Treatment,,Q45|Q20|Q18,,1|2|3,2|1,45.34489440918,-84.915000915527,-1,
R_3sypi7UFmhWdtc9,Default Response Set,Anonymous,,,69.131.148.26,0,2016-04-23 12:18:07,2016-04-23 12:22:16,1,5990657,35-44,Republican,Strong,,,,,,,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Extremely familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Tennessee,,,,,,Control,,Q26|Q18|Q19,3|1|2,1|2,35.960601806641,-83.920700073242,-1,
R_3CZzZpTAb6HsjGZ,Default Response Set,Anonymous,,,74.139.113.119,0,2016-04-23 12:17:10,2016-04-23 12:22:36,1,6940614,65 or over,Independent,,Republican,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Agree,,,,,,,Extremely familiar,Not familiar at all,Female,2-year College Degree,Retired,Divorced,Kentucky,,,,,,Treatment,Q45|Q20|Q18,,2|3|1,2|1,38.212005615234,-85.223602294922,-1,
R_3fN8O4sBf26maNy,Default Response Set,Anonymous,,,96.44.189.77,0,2016-04-23 12:18:27,2016-04-23 12:23:09,1,2083162,26-34,Democrat,Strong,,,,,,,,Disagree,Disagree,Agree,Agree,Agree,Agree,Very familiar,Moderately familiar,Female,4-year College Degree,Service ,Divorced,Texas,,Control,,,,,,Q26|Q18|Q19,2|3|1,2|1,32.814804077148,-96.870498657227,-1,
R_1gjrCseeJGGUvtz,Default Response Set,Anonymous,,,172.56.30.199,0,2016-04-23 12:21:33,2016-04-23 12:26:38,1,2022875,26-34,Democrat,Moderate,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Moderately familiar,Female,2-year College Degree,Service ,"Single, never married",California,,Treatment,,,,,Q45|Q18|Q20,,3|1|2,1|2,34.137893676758,-118.02590179443,-1,
R_1FG38aPzxsnmnU4,Default Response Set,Anonymous,,,173.61.220.85,0,2016-04-23 12:26:50,2016-04-23 12:27:56,1,9360428,26-34,Independent,,Democrat,,,,,,,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Slightly familiar,Very familiar,Male,Some College,Unemployed,Married with children,New Jersey,,Control,,,,,,Q26|Q18|Q19,2|1|3,2|1,39.639694213867,-74.97380065918,-1,
R_3Mll7ZJDbWmcpif,Default Response Set,Anonymous,,,107.107.59.205,0,2016-04-23 12:28:08,2016-04-23 12:32:20,1,7469437,35-44,Independent,,Republican,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Connecticut,,,,,,Treatment,Q45|Q18|Q20,,3|1|2,2|1,40.885894775391,-74.046798706055,-1,
R_1eyo3jBB6x26PLZ,Default Response Set,Anonymous,,,71.188.102.166,0,2016-04-23 12:27:07,2016-04-23 12:32:57,1,3555223,45-54,Independent,,Republican,,,,,,,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Very familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Married with children,New Jersey,,,,,,Control,,Q26|Q19|Q18,2|1|3,1|2,39.867706298828,-75.090698242188,-1,
R_ZwdpPAknzFnCtHj,Default Response Set,Anonymous,,,67.203.20.122,0,2016-04-23 12:32:22,2016-04-23 12:36:48,1,2977222,18-25,Democrat,Moderate,,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,,,,,,,Very familiar,Moderately familiar,Male,2-year College Degree,Service ,"Single, never married",California,Treatment,,,,,,Q45|Q20|Q18,,1|3|2,2|1,36.173706054688,-115.1242980957,-1,
R_1gNM9ZOHk9qdYZm,Default Response Set,Anonymous,,,73.237.2.109,0,2016-04-23 12:33:02,2016-04-23 12:37:13,1,3941048,18-25,Democrat,Moderate,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very familiar,Very familiar,Female,Some College,Service ,"Single, never married",Georgia,Control,,,,,,,Q26|Q19|Q18,1|2|3,2|1,33.865097045898,-84.894798278809,-1,
R_2uPTeowGwHgbuFx,Default Response Set,Anonymous,,,108.230.214.89,0,2016-04-23 12:34:35,2016-04-23 12:38:01,1,7261293,45-54,Independent,,Republican,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Very familiar,Very familiar,Male,Some College,Service ,"Single, never married",Florida,,,,,,Control,,Q26|Q19|Q18,3|2|1,1|2,29.638107299805,-82.414100646973,-1,
R_3Rlq02QIgJkXhzM,Default Response Set,Anonymous,,,68.206.181.5,0,2016-04-23 12:31:50,2016-04-23 12:40:29,1,3317266,26-34,Independent,,Republican,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Moderately familiar,Very familiar,Female,High School / GED,Other,Married without children,Texas,,,,,Control,,,Q26|Q19|Q18,2|1|3,1|2,31.743499755859,-106.29689788818,-1,
R_6LIk7q2jywKqqAx,Default Response Set,Anonymous,,,72.48.2.96,0,2016-04-23 12:38:17,2016-04-23 12:42:17,1,5200158,55-64,Democrat,Strong,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Moderately familiar,Moderately familiar,Female,High School / GED,Retired,Divorced,Texas,,,Control,,,,,Q26|Q18|Q19,2|3|1,2|1,31.044998168945,-97.508697509766,-1,
R_1o0wiJkxFc0krp0,Default Response Set,Anonymous,,,73.163.11.116,0,2016-04-23 12:38:39,2016-04-23 12:43:07,1,2408207,18-25,Independent,,Democrat,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Very familiar,Very familiar,Female,Some College,Unemployed,Living w/ partner,Delaware,Control,,,,,,,Q26|Q19|Q18,2|3|1,1|2,38.667999267578,-75.397300720215,-1,
R_24eKoI1DTzOXxv4,Default Response Set,Anonymous,,,71.239.128.29,0,2016-04-23 12:42:09,2016-04-23 12:44:43,1,4722239,26-34,Democrat,Moderate,,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very familiar,Extremely familiar,Male,Some College,"Construction, extraction, and maintenance ",Living w/ partner,Illinois,,Control,,,,,,Q26|Q18|Q19,2|1|3,1|2,41.866104125977,-88.107002258301,-1,
R_3R7nSbatH6Ms1Mf,Default Response Set,Anonymous,,,75.74.236.80,0,2016-04-23 12:44:32,2016-04-23 12:45:37,1,209354,18-25,Independent,,Republican,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,Some College,Unemployed,"Single, never married",Florida,,,,Treatment,,,Q45|Q18|Q20,,2|3|1,2|1,26.946701049805,-80.217002868652,-1,
R_2SpHYvThyu6QmRt,Default Response Set,Anonymous,,,32.214.167.158,0,2016-04-23 12:40:17,2016-04-23 12:46:24,1,4705155,45-54,Independent,,Democrat,Agree,Agree,Agree,Strongly Agree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,4-year College Degree,Service ,Married with children,Connecticut,,,Treatment,,,,Q45|Q18|Q20,,2|3|1,2|1,41.33039855957,-72.970596313477,-1,
R_PCoRfLQWOrvm0sF,Default Response Set,Anonymous,,,71.70.246.201,0,2016-04-23 12:45:21,2016-04-23 12:47:34,1,7756971,45-54,Republican,Moderate,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,High School / GED,Unemployed,Married with children,North Carolina,,,,,,Treatment,Q45|Q20|Q18,,2|1|3,2|1,35.805892944336,-78.799697875977,-1,
R_1f3LCxvxITeFBte,Default Response Set,Anonymous,,,209.188.46.99,0,2016-04-23 12:43:28,2016-04-23 12:47:42,1,4132983,26-34,Democrat,Strong,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Male,Some College,Service ,Married with children,North Carolina,,Treatment,,,,,Q45|Q18|Q20,,2|1|3,1|2,33.925903320312,-78.449798583984,-1,
R_1Oq3hIGNV117y2O,Default Response Set,Anonymous,,,74.67.18.20,0,2016-04-23 12:48:33,2016-04-23 12:52:23,1,187677,55-64,Republican,Strong,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Moderately familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,Washington,,,,,,Treatment,Q45|Q20|Q18,,3|2|1,1|2,42.472793579102,-73.274398803711,-1,
R_1Lv8m44qxhL1brG,Default Response Set,Anonymous,,,184.88.58.122,0,2016-04-23 12:52:34,2016-04-23 12:56:31,1,5700127,65 or over,Independent,,Democrat,,,,,,,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Moderately familiar,Moderately familiar,Male,Some College,"Management, professional, and related ",Living w/ partner,Florida,,,Control,,,,,Q26|Q19|Q18,2|3|1,2|1,28.534103393555,-81.164703369141,-1,
R_1OMN7t7Qps5P6TU,Default Response Set,Anonymous,,,99.58.42.125,0,2016-04-23 12:56:25,2016-04-23 12:58:03,1,7879430,26-34,Independent,,Republican,,,,,,,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly familiar,Moderately familiar,Male,Some College,Sales and office ,Living w/ partner,Texas,,,,,Control,,,Q26|Q19|Q18,1|2|3,1|2,30.098297119141,-95.357002258301,-1,
